task,Method_name,execution_time(ms)
EgyptianFractions,EgyptianFractions.Frac.<init>,16905.706495000006
EgyptianFractions,EgyptianFractions.gcd,28550.71273399979
EgyptianFractions,EgyptianFractions.Frac.toString,3.0061
EKGSequenceConvergence,EKGSequenceConvergence.main,21.009091
EKGSequenceConvergence,EKGSequenceConvergence.ekg,11.005469000000002
EKGSequenceConvergence,EKGSequenceConvergence.gcd,6.013584000000001
EKGSequenceConvergence,EKGSequenceConvergence.sameSeq,0.999309
ElementaryCellularAutomatonInfiniteLength,ElementaryCellularAutomatonInfiniteLength.main,23.020118999999998
ElementaryCellularAutomatonInfiniteLength,ElementaryCellularAutomatonInfiniteLength.evolve,22.016886999999997
ElementaryCellularAutomatonInfiniteLength,ElementaryCellularAutomatonInfiniteLength.nextStep,4.996656
ElementaryCellularAutomatonInfiniteLength,ElementaryCellularAutomatonInfiniteLength.addCells,2.001706
ElementaryCellularAutomatonRandomNumberGenerator,ElementaryCellularAutomatonRandomNumberGenerator.main,15.016898999999999
ElementaryCellularAutomatonRandomNumberGenerator,ElementaryCellularAutomatonRandomNumberGenerator.evolve,15.016898999999999
ElementWiseOp,ElementWiseOp.<clinit>,3.0061850000000003
ElementWiseOp,ElementWiseOp.1.<init>,3.0061850000000003
ElementWiseOp,ElementWiseOp.main,8.01207
ElementWiseOp,ElementWiseOp.matrOp,2.0007010000000003
ElementWiseOp,ElementWiseOp.printMatrix,6.011368999999999
ElementWiseOp,ElementWiseOp.70.accept,2.002905
ElementWiseOp,ElementWiseOp.69.apply,2.0027809999999997
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.main,42.043690000000005
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.EllipticCurve.<init>,17.027984
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.ecdsa,24.012681
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.signature,4.002212999999999
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.EllipticCurve.multiply,7.005724
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.EllipticCurve.add,7.005724
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.extendedGCD,3.001614
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.random,2.0042910000000003
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.EllipticCurve.printPointWithPrefix,8.009609000000001
EllipticCurveDigitalSignatureAlgorithm,EllipticCurveDigitalSignatureAlgorithm.verify,6.001600000000001
Emirp,Emirp.main,12822.152535999972
Emirp,Emirp.isEmirp,12744.107253999977
Emirp,Emirp.isPrime,318.139504
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.main,187181.70634299997
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.PrimeIterator.next,12087.568953000002
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.CompositeIterator.<init>,13.017563
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.PrimeIterator.<init>,19640.528232999997
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.PrimeIterator.listPrimeNumbers,19640.528232999997
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.CompositeIterator.next,2713.3273979999994
EqualPrimeAndCompositeSums,EqualPrimeAndCompositeSums.PrimeIterator.isPrime,203.05932599999997
EqualRisesFalls,EqualRisesFalls.main,20840.834314000007
EqualRisesFalls,EqualRisesFalls.equalRisesAndFalls,2683.833271
Err,Err.main,3.001019
EstheticNumbers,EstheticNumbers.main,598.322947
EstheticNumbers,EstheticNumbers.listEsths,535.2309140000001
EstheticNumbers,EstheticNumbers.64.accept,510.211767
EstheticNumbers,EstheticNumbers.listEsths.0,510.211767
EstheticNumbers,EstheticNumbers.1.accept,15840.106089999987
EstheticNumbers,EstheticNumbers.62.accept,62.085874000000004
EstheticNumbers,EstheticNumbers.main.1,61.084971
EstheticNumbers,EstheticNumbers.isEsthetic,18.013037
EuclidMullinSequence,EuclidMullinSequence.main,118968025.55262822
EuclidMullinSequence,EuclidMullinSequence.nextEuclidMullin,118967953.5209592
EuclidMullinSequence,EuclidMullinSequence.smallestPrimeFactor,118967952.5242322
EuclidMullinSequence,EuclidMullinSequence.pollardsRho,118967837.44680221
EuclidMullinSequence,EuclidMullinSequence.listPrimesUpTo,66.021371
EulerIdentity,EulerIdentity.main,5.005907999999999
EulerIdentity,EulerIdentity.Complex.toString,4.004402
eulerSopConjecture,eulerSopConjecture.main,21155.117144000007
Euler,Euler.main,30.026342
Euler,Euler.euler,24.020329000000004
Evaluator,Evaluator.main,957.1182929999995
Evaluator,Evaluator.eval,957.1182929999995
Evaluator,Evaluator.2.<init>,3.0030419999999998
Evaluator,Evaluator.1.getJavaFileForOutput,2.001495
Evaluator,Evaluator.3.findClass,1.001027
Evaluator,Evaluator.1.1.openOutputStream,0.999901
Evaluator,Evaluator.3.<init>,1.00064
EvoAlgo,EvoAlgo.main,2441.0169289999994
EvoAlgo,EvoAlgo.mutate,2157.869208
EvoAlgo,EvoAlgo.fitness,162.045387
EvoAlgo,EvoAlgo.newMutateRate,7.017972
ExecutableLibrary,ExecutableLibrary.main,2957.3641750000015
ExecutableLibrary,ExecutableLibrary.61.applyAsInt,2814.2528650000013
ExecutableLibrary,ExecutableLibrary.main.0,2814.2528650000013
ExecutableLibrary,ExecutableLibrary.63.accept,112.08390399999998
ExecutableLibrary,ExecutableLibrary.main.2,112.08390399999998
ExecutableLibrary,ExecutableLibrary.64.apply,52.036431
ExecutableLibrary,ExecutableLibrary.main.1,48.02576
ExecutableLibrary,ExecutableLibrary.66.applyAsInt,1.003214
Exp,Exp.main,1.001425
Extreme,Extreme.main,13.026664
F5,F5.main,9.003873
F5,F5.<init>,9.003873
FacesFromMesh,FacesFromMesh.main,21.023581
FacesFromMesh,FacesFromMesh.Edge.toString,3.99866
FacesFromMesh,FacesFromMesh.isSameFace,0.998402
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.main,295637.1181910003
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.permutation,278156.9564830002
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.increment,16442.573566
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.toString,13.034555
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.62.apply,1.004362
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.factorial,1.005816
FactorialBaseNumbersIndexingPermutations,FactorialBaseNumbersIndexingPermutations.convertToListInteger,1.005746
Factorial,Factorial.main,2.002365
Factorion,Factorion.main,32425.39573200003
Factorion,Factorion.operate,23631.24773000002
Factorion,Factorion.factorialRec,25076.500093000075
Factorion,Factorion.fromDeci,15657.808540999991
Factorion,Factorion.reVal,6345.4538969999985
FairshareBetweenTwoAndMore,FairshareBetweenTwoAndMore.main,7.010009999999999
fannkuchredux,fannkuchredux_v1.main,118.38191699999997
fannkuchredux,fannkuchredux_v1.run,1742541.020443999
fannkuchredux,fannkuchredux_v1.runTask,1742537.014050999
fannkuchredux,fannkuchredux_v1.countFlips,1346156.7291440004
fannkuchredux,fannkuchredux_v1.nextPermutation,177616.91646600005
fannkuchredux,fannkuchredux_v1.firstPermutation,3.994047
fannkuchredux,fannkuchredux_v1.printResult,15.080297000000002
fannkuchredux,fannkuchredux_v2.main,951576.8833990002
fannkuchredux,fannkuchredux_v2.fannkuch,951570.8734310003
fannkuchredux,fannkuchredux_v3.run,845077.3608989995
fannkuchredux,fannkuchredux_v3.runTask,845075.3595089995
fannkuchredux,fannkuchredux_v3.countFlips,643752.757321
fannkuchredux,fannkuchredux_v3.nextPermutation,81365.94536900001
fannkuchredux,fannkuchredux_v3.main,25.087771000000004
fannkuchredux,fannkuchredux_v3.printResult,15.030524999999999
fannkuchredux,fannkuchredux_v3.firstPermutation,5.002804
fannkuchredux,fannkuchredux_v8.main,1119825.9259060007
fannkuchredux,fannkuchredux_v8.fannkuch,1119819.9099080006
Farey,Farey.main,13717.700044000001
Farey,Farey.genFarey,13692.621488
Farey,Farey.Frac.compareTo,17201.524115000004
Farey,Farey.Frac.toString,6.008989
Farey,Farey.Frac.<init>,19.002783
fasta,fasta_v5.NucleotideSelector.run,129824.25622
fasta,fasta_v5.AluBuffer.selectNucleotides,3169.9109120000007
fasta,fasta_v5.main,33823.53881699999
fasta,fasta_v5.speciesFillRandom,33391.472597999986
fasta,fasta_v5.bufferFillRandom,33374.44182299999
fasta,fasta_v5.NucleotideSelector.take,78.47478600000001
fasta,fasta_v5.lineFillRandom,33114.462252
fasta,fasta_v5.Buffer.selectNucleotides,125264.34380100002
fasta,fasta_v5.speciesFillALU,174.394013
fasta,fasta_v5.bufferFillALU,172.370837
fasta,fasta_v5.AluBuffer.ALUFillLine,91.92329600000002
fasta,fasta_v5.NucleotideSelector.put,129.538687
fasta,fasta_v5.NucleotideSelector.<init>,12.086521
fasta,fasta_v5.lineFillALU,27.247513
fasta,fasta_v5.AluBuffer.<init>,15.120591000000001
fasta,fasta_v5.AbstractBuffer.<init>,17.123751
fasta,fasta_v5.Buffer.<init>,16.045354999999997
fasta,fasta_v5.writeBuffer,4.016293
fasta,fasta_v6.NucleotideSelector.run,107102.27738600005
fasta,fasta_v6.IubBuffer.selectNucleotides,44503.634854
fasta,fasta_v6.main,32042.396479000014
fasta,fasta_v6.speciesFillALU,149.141274
fasta,fasta_v6.bufferFillALU,147.13232100000002
fasta,fasta_v6.lineFillALU,24.192444000000002
fasta,fasta_v6.NucleotideSelector.put,95.39953399999995
fasta,fasta_v6.speciesFillRandom,31642.498639000005
fasta,fasta_v6.bufferFillRandom,31631.474833000007
fasta,fasta_v6.lineFillRandom,31490.636908
fasta,fasta_v6.StochasticBuffer.fillRandoms,31416.420523
fasta,fasta_v6.NucleotideSelector.take,48.19220800000001
fasta,fasta_v6.SapienBuffer.selectNucleotides,61119.50627599999
fasta,fasta_v6.AluBuffer.selectNucleotides,276.034229
fasta,fasta_v6.SapienBuffer.convert,40690.534211
fasta,fasta_v6.NucleotideSelector.<init>,14.104811999999999
fasta,fasta_v6.IubBuffer.convert,32047.201556999997
fasta,fasta_v6.AluBuffer.<init>,10.083787000000001
fasta,fasta_v6.AluBuffer.ALUFillLine,53.983231
fasta,fasta_v6.SapienBuffer.<init>,11.008827
fasta,fasta_v6.StochasticBuffer.<init>,21.04
fasta,fasta_v6.writeBuffer,7.026082
fasta,fasta_v6.IubBuffer.<init>,10.031173
fasta,fasta_v6.AbstractBuffer.<init>,10.037744000000002
fasta,fasta_v6.IubBuffer.<clinit>,3.018198
FaulhabersFormula,FaulhabersFormula.main,32.02945199999999
FaulhabersFormula,FaulhabersFormula.faulhaber,32.02945199999999
FaulhabersFormula,FaulhabersFormula.Frac.toString,6.002959
FaulhabersFormula,FaulhabersFormula.binomial,8.010482
FaulhabersFormula,FaulhabersFormula.bernoulli,1.999593
FaulhabersTriangle,FaulhabersTriangle.main,71.07688
FaulhabersTriangle,FaulhabersTriangle.Frac.toBigDecimal,11.005408999999998
FaulhabersTriangle,FaulhabersTriangle.Frac.toString,9.01842
FaulhabersTriangle,FaulhabersTriangle.faulhaberTriangle,17.014202
FaulhabersTriangle,FaulhabersTriangle.Frac.times,1.000335
FaulhabersTriangle,FaulhabersTriangle.Frac.<init>,9.999564000000001
FaulhabersTriangle,FaulhabersTriangle.gcd,29.99575199999999
FaulhabersTriangle,FaulhabersTriangle.bernoulli,10.999407
FaulhabersTriangle,FaulhabersTriangle.Frac.minus,6.999097
FaulhabersTriangle,FaulhabersTriangle.Frac.unaryMinus,4.003168
FaulhabersTriangle,FaulhabersTriangle.Frac.plus,2.995929
FaulhabersTriangle,FaulhabersTriangle.binomial,4.014679
FD,FD.main,4.004707
Feigenbaum,Feigenbaum.main,45.020675000000004
Fen,Fen.main,26.016469999999995
Fen,Fen.createFen,26.016469999999995
Fen,Fen.toFen,25.015936
Fen,Fen.placeKings,1.000534
FermatNumbers,FermatNumbers.main,16916948.9584091
FermatNumbers,FermatNumbers.getFactors,16916922.904427104
FermatNumbers,FermatNumbers.pollardRhoFast,16909749.254486103
FermatNumbers,FermatNumbers.pollardRhoG,12297545.241982969
FermatNumbers,FermatNumbers.getString,18.038907999999996
FermatNumbers,FermatNumbers.64.apply,3.0054610000000004
FermatNumbers,FermatNumbers.getString.1,3.0054610000000004
FermatNumbers,FermatNumbers.63.apply,1.001673
FermatNumbers,FermatNumbers.getString.0,1.001673
FermatNumbers,FermatNumbers.fermat,2.004033
FileExistsTest,FileExistsTest.main,11.020556
FileExistsTest,FileExistsTest.test,11.020556
FileExt,FileExt.main,20.019934
FileIODemo2,FileIODemo2.main,7.014327
FileIODemo3,FileIODemo3.main,8.009051999999999
FileIODemo,FileIODemo.main,7.006978
FileModificationTimeTest,FileModificationTimeTest.main,19.022862
FileModificationTimeTest,FileModificationTimeTest.test,19.022862
FileRenameTest,FileRenameTest.main,12.015409
FileRenameTest,FileRenameTest.test,11.013482999999999
FileSizeDistribution,FileSizeDistribution.main,37.050261
FileSizeDistribution,FileSizeDistribution.63.apply,2.001263
FileSizeDistribution,FileSizeDistribution.61.test,2.0214369999999997
FileSizeDistribution,FileSizeDistribution.main.0,1.018859
FindBareTags,FindBareTags.main,321.4976680000001
FindBareTags,FindBareTags.<clinit>,1.001134
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.main,1787143.3295150017
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.toBinaryString,349497.3814099998
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.isPalindromic,173443.6635339999
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.createTernaryPalindrome,1235132.7315560002
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.toTernaryString,1047096.9233370004
FindPalindromicNumbersBases23,FindPalindromicNumbersBases23.display,10.017966999999999
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.main,13.016729
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.listLastSundaysOf,5.006411000000001
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.61.apply,4.004044
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.lastSundaysOf.0,4.004044
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.65.apply,1.002656
FindTheLastSundayOfEachMonth,FindTheLastSundayOfEachMonth.lastSundaysOf,1.002367
FindTriangle,FindTriangle.main,25.025576000000004
FindTriangle,FindTriangle.test,25.025576000000004
FindTriangle,FindTriangle.Triangle.toString,13.017794999999998
FindTriangle,FindTriangle.Point.toString,15.019129999999997
FindTriangle,FindTriangle.Triangle.within,1.00111
FindTriangle,FindTriangle.Triangle.accuratePointInTriangle,1.00111
FindTriangle,FindTriangle.Triangle.pointInTriangleBoundingBox,1.00111
Fire,Fire.main,68.049342
Fire,Fire.processNPrint,66.045772
Fire,Fire.print,18.012925000000003
Fire,Fire.process,50.03641700000001
Fire,Fire.processRows,49.035473
FirstClassEnvironments,FirstClassEnvironments.main,16.009771999999998
FirstClassEnvironments,FirstClassEnvironments.code,16.009771999999998
FirstClassEnvironments,FirstClassEnvironments.<clinit>,3.004839
FirstClassEnvironments,FirstClassEnvironments.hailstone,11.004420999999997
FirstClassFunctionsUseNumbersAnalogously,FirstClassFunctionsUseNumbersAnalogously.main,3.0019069999999997
FirstClass,FirstClass.main,7.002762
FirstPowerOfTwo,FirstPowerOfTwo.main,170101.75671200003
FirstPowerOfTwo,FirstPowerOfTwo.runTest,170094.75587400002
FirstPowerOfTwo,FirstPowerOfTwo.p,170084.737848
FiveFSS,FiveFSS.main,60.045260999999996
Fivenum,Fivenum.main,7.001393
Fivenum,Fivenum.fivenum,2.006018
FizzBuzzThrower,FizzBuzzThrower.main,10.007111
FizzBuzz,FizzBuzz.main,6.009689
FloydWarshall,FloydWarshall.main,24.034720999999998
FloydWarshall,FloydWarshall.floydWarshall,24.034720999999998
FloydWarshall,FloydWarshall.printResult,24.034720999999998
Floyd,Floyd.main,47.04179500000002
Floyd,Floyd.printTriangle,47.04179500000002
Format,Format.main,4.005337
Format,java.text.NumberFormat.format,3.0050730000000003
Format,java.text.DecimalFormat.format,6.010146000000001
Format,java.text.DecimalFormat.doubleSubformat,2.003496
Format,java.text.DecimalFormat.subformat,1.000597
FortunateNumbers,FortunateNumbers.main,15941.826733999997
FourIsMagic,FourIsMagic.main,33.02962900000001
FourIsMagic,FourIsMagic.fourIsMagic,47.04177800000002
FourIsMagic,FourIsMagic.numToString,17.013430999999997
FourIsMagic,FourIsMagic.toSentence,1.001239
FourSquares,FourSquares.main,154.105989
FourSquares,FourSquares.fourSquare,152.102164
FourSquares,FourSquares.notValid,69.041638
FractionReduction,FractionReduction.main,395912.6145719996
FractionReduction,FractionReduction.reduce,395912.6145719996
FractionReduction,FractionReduction.digitsInCommon,40916.424391000015
FractionReduction,FractionReduction.isValid,1633.611579
FractionReduction,FractionReduction.removeDigit,38382.834693000004
FractionReduction,FractionReduction.61.apply,7.013127
FractionReduction,FractionReduction.reduce.0,5.012442
Fractran,Fractran.main,21.024609
Fractran,Fractran.<init>,21.024609
Fractran,Fractran.dump,5.003731
Fractran,Fractran.compile,7.009791
Fractran,Fractran.exec,8.008912
Fractran,Fractran.step,1.002336
FunctionalCoverageTree,FunctionalCoverageTree.main,49.055662999999996
FunctionDefinition,FunctionDefinition.<clinit>,5.008303
FunctionDefinition,FunctionDefinition.main,2.0003539999999997
FunctionPrototype,FunctionPrototype.main,8.999951000000001
FuscSequence,FuscSequence.<clinit>,219.055585
FuscSequence,FuscSequence.main,284.1839039999999
FuzzyCircle,FuzzyCircle.main,38.029203
FWord,FWord.main,20847.863525999994
FWord,FWord.entropy,20256.297630999994
FWord,FWord.nextFWord,554.5057850000001
GaltonBox,GaltonBox.main,2211.803775999999
GaltonBox,GaltonBox.run,2211.803775999999
GaltonBox,GaltonBox.print,2201.7973679999986
GaltonBox,GaltonBox.printCollectors,1662.6022509999982
GaltonBox,GaltonBox.printBall,255.09603900000002
GaltonBox,GaltonBox.printPins,224.070603
GaltonBox,GaltonBox.longest,8.003131999999999
GaltonBox,GaltonBox.dropBalls,9.007738000000002
GameOfLife,GameOfLife.main,14.026753
GameOfLife,GameOfLife.life,7.013133
GameOfLife,GameOfLife.print,1.003079
GammaFunction,GammaFunction.main,21.018262999999997
GammaFunction,GammaFunction.la_gamma,1.002251
GapfulNumbers,GapfulNumbers.main,30.023853000000006
GateLogic,GateLogic.main,0.999393
GaussianElimination,GaussianElimination.main,22.023825999999996
GaussianElimination,GaussianElimination.solve,1.000745
GeneratorExponential,GeneratorExponential.main,9.015077
GeneratorExponential,GeneratorExponential.62.accept,5.00742
GeneratorExponential,GeneratorExponential.main.0,5.00742
GiugaNumbers,GiugaNumbers.main,59.042463000000005
GiugaNumbers,GiugaNumbers.combinations,282.1440690000002
GiugaNumbers,GiugaNumbers.checkIfGiugaNumber,44.01975300000001
GiugaNumbers,GiugaNumbers.61.apply,6.9951430000000006
GoldenRatio,GoldenRatio.main,8.008803
GoldenRatio,GoldenRatio.iterate,8.008803
GraphColoring,GraphColoring.main,46.05170799999999
GraphColoring,GraphColoring.colourise,46.05170799999999
GraphColoring,GraphColoring.display,27.033099999999997
GraphColoring,GraphColoring.initialiseGraph,8.009613
GraphColoring,GraphColoring.61.apply,1.001456
GraphColoring,GraphColoring.initialiseGraph.2,1.001456
GraphColoring,GraphColoring.64.apply,1.000817
GraphColoring,GraphColoring.initialiseGraph.3,1.000817
GraphColoring,GraphColoring.Node.<init>,1.000817
GraphColoring,GraphColoring.minColour,0.998873
GraphColoring,GraphColoring.updateSaturation,1.000254
Grapheme,Grapheme.main,19.016658
Grapheme,Grapheme.printLength,19.016658
GrayCode,GrayCode.main,58.057131000000005
GrayCode,GrayCode.grayDecode2,11.01357
GrayCode,GrayCode.grayDecode,5.998762
GroupStage,GroupStage.main,6.002052000000001
HailstoneSequence,HailstoneSequence.main,2990.4547540000003
HailstoneSequence,HailstoneSequence.hailstoneSequence,2959.41735
HappyNumbers,HappyNumbers.main,45.047878000000004
HappyNumbers,HappyNumbers.isHappy,40.040392000000004
HappyNumbers,HappyNumbers.61.apply,3.00291
HappyNumbers,HappyNumbers.isHappy.0,3.00291
Happy,Happy.main,4.002328
Happy,Happy.happy,2.00046
Harshad,Harshad.main,1.001936
HashJoin,HashJoin.main,5.007378
HashJoin,HashJoin.62.accept,2.003072
HashJoin,HashJoin.main.0,2.003072
HashJoin,HashJoin.hashJoin,3.0043059999999997
HeapsAlgorithm,HeapsAlgorithm.main,13.006180000000002
HeapsAlgorithm,HeapsAlgorithm.recursive,45.04110499999998
HeapsAlgorithm,HeapsAlgorithm.output,10.007165
HeapsAlgorithm,HeapsAlgorithm.loop,3.99837
Heron,Heron.main,2057.834995
Heron,Heron.isHeron,46.015512
Heron,Heron.gcd,355.1275270000001
Heron,Heron.heronArea,28.028166
Heron,Heron.sort,88.047624
HexWords,HexWords.main,258.31578099999996
HexWords,HexWords.73.test,11.025253000000001
HexWords,HexWords.main.5,11.025253000000001
HexWords,HexWords.display,41.123982000000005
HexWords,HexWords.63.test,85.024087
HexWords,HexWords.main.2,83.023656
HexWords,HexWords.66.test,35.986756
HexWords,HexWords.main.1,34.984301
HexWords,HexWords.62.test,5.002618
HexWords,HexWords.main.0,2.000044
HexWords,HexWords.69.apply,1.00345
Hickerson,Hickerson.main,52.07177200000001
Hickerson,Hickerson.almostInteger,37.037752000000005
Hidato,Hidato.main,34.02306999999999
Hidato,Hidato.printBoard,29.019967999999995
Hidato,Hidato.solve,58.04319399999995
Hidato,Hidato.setup,3.0016350000000003
HilbertCurve,HilbertCurve.main,25.011186999999996
HilbertCurve,HilbertCurve.drawCurve,11.00045
HilbertCurve,HilbertCurve.getPointsForCurve,2.000167
HilbertCurve,HilbertCurve.fromD,1.001237
HofQ,HofQ.main,217.13668800000005
HofQ,HofQ.Q,234.0844000000001
HolyKnightsTour,HolyKnightsTour.main,486173.8594219997
HolyKnightsTour,HolyKnightsTour.solve,12395255.265342107
HolyKnightsTour,HolyKnightsTour.neighbors,379628.38302599953
HolyKnightsTour,HolyKnightsTour.countNeighbors,171456.77985100006
HolyKnightsTour,HolyKnightsTour.61.compare,3095.4369470000006
HolyKnightsTour,HolyKnightsTour.solve.0,451.28047399999997
HolyKnightsTour,HolyKnightsTour.printResult,9.004793
HomePrimes,HomePrimes.main,47267.784939000085
HomePrimes,HomePrimes.primeFactors,63899.22926200026
HomePrimes,HomePrimes.pollardRho,47143.59779300008
HomePrimes,HomePrimes.concatenate,21.048429
HomePrimes,HomePrimes.62.apply,2.003222
HomePrimes,HomePrimes.smallPrimeFactors,8.008339
HomePrimes,HomePrimes.listPrimes,7.006296000000001
Hopido,Hopido.main,517.23434
Hopido,Hopido.solve,8921.826281000076
Hopido,Hopido.neighbors,335.123532
Hopido,Hopido.countNeighbors,166.07005300000003
Hopido,Hopido.printResult,11.00802
Hopido,Hopido.61.compare,1.00024
HTML,HTML.main,4.000718
HTML,HTML.array2HTML,4.000718
HTTPSAuthenticated,HTTPSAuthenticated.main,267.3138230000002
HumbleNumbers,HumbleNumbers.main,18385.08583
HumbleNumbers,HumbleNumbers.humble,6523.442145000005
HumbleNumbers,HumbleNumbers.63.apply,414.182958
HumbleNumbers,HumbleNumbers.main.0,408.177746
IBAN,IBAN.main,13.019275999999998
IBAN,IBAN.validateIBAN,8.010505
ImaginaryBaseNumber,ImaginaryBaseNumber.main,120.13137599999999
ImaginaryBaseNumber,ImaginaryBaseNumber.Complex.toString,44.045010000000005
ImaginaryBaseNumber,ImaginaryBaseNumber.Complex.toQuaterImaginary,23.031235999999993
ImaginaryBaseNumber,ImaginaryBaseNumber.QuaterImaginary.<init>,20.026170999999998
ImaginaryBaseNumber,ImaginaryBaseNumber.QuaterImaginary.61.test,1.001493
ImaginaryBaseNumber,ImaginaryBaseNumber.QuaterImaginary.new.0,1.001493
ImaginaryBaseNumber,ImaginaryBaseNumber.Complex.<init>,1.000113
ImaginaryBaseNumber,ImaginaryBaseNumber.QuaterImaginary.toComplex,1.001888
InfiniteSieve,InfiniteSieve.main,23.034049999999997
InfiniteSieve,InfiniteSieve.next,16.008181999999998
InfiniteSieve,InfiniteSieve.NonPrimeSequence.<init>,2.002402
InfiniteSieve,InfiniteSieve.<init>,1.001908
InfiniteSieve,InfiniteSieve.NonPrimeSequence.compareTo,4.009116
IntConcat,IntConcat.main,2.0000530000000003
IntConcat,IntConcat.1.compare,2.003842
IntegerOverflow,IntegerOverflow.main,3.0030599999999996
Integrator,Integrator.62.run,1446.765268
Integrator,Integrator.integrate,1446.765268
Integrator,Integrator.main,17.103654000000002
Integrator,Integrator.update,98.761133
Integrator,Integrator.<init>,7.062314
Integrator,Integrator.61.apply,1.056845
Integrator,Integrator.main.0,1.056845
Intersection,Intersection.main,6.002655
Intersection,Intersection.Point.toString,5.008173
IntToWords,IntToWords.main,13.011347
IntToWords,IntToWords.int2Text,6.001825999999999
ISIN,ISIN.main,16.007434
ISIN,ISIN.ISINtest,7.002016
ISIN,ISIN.luhnTest,1.001065
IsLeap,IsLeap.main,4.005128
Isqrt,Isqrt.main,167.194415
Isqrt,Isqrt.isqrt,39.035427
IteratedDigitsSquaring,IteratedDigitsSquaring.main,13481.454095999994
IteratedDigitsSquaring,IteratedDigitsSquaring.61.test,407096.85081999993
IteratedDigitsSquaring,IteratedDigitsSquaring.main.0,407072.78121099994
IteratedDigitsSquaring,IteratedDigitsSquaring.calc,406971.6758999999
JacobiSymbol,JacobiSymbol.main,117.13329900000001
JacobiSymbol,JacobiSymbol.jacobiSymbol,0.99835
JacobsthalNumbers,JacobsthalNumbers.main,29.029686999999996
JacobsthalNumbers,JacobsthalNumbers.jacobsthalPrimeNumber,14.019624
JacobsthalNumbers,JacobsthalNumbers.jacobsthalNumber,3.007165
JacobsthalNumbers,JacobsthalNumbers.jacobsthalOblongNumber,1.001954
JaroDistance,JaroDistance.main,3.998773
JavaApplication6,JavaApplication6.main,1.002639
JavaApplication6,JavaApplication6.stringMatch,1.002639
Jensen,Jensen.main,5.00747
Jensen,Jensen.sum,4.003395
Josephus,Josephus.main,15.013338000000001
Josephus,Josephus.execute,7.0016750000000005
Josephus,Josephus.executeAllButM,3.0027209999999998
JugglerSequence,JugglerSequence.main,43662.53518599986
JugglerSequence,JugglerSequence.juggler,43635.45250999987
KnightsTour,KnightsTour.main,27.026513999999995
KnightsTour,KnightsTour.printResult,26.022183999999992
KnightsTour,KnightsTour.solve,61.26413000000008
Kolakoski,Kolakoski.main,12.009811
Kolakoski,Kolakoski.possibleKolakoski,1.000562
Kolakoski,Kolakoski.kolakoski,2.002281
Kosaraju,Kosaraju.main,6.006973
Kosaraju,Kosaraju.kosaraju,6.006973
KT,KT.main,14.022071
KT,KT.tour,14.022071
KT,KT.autoKnightTour,566.3196849999996
KT,KT.neighbors,2.000969
KT,KT.1.compare,0.996606
KT,KT.countNeighbors,1.002269
LahNumbers,LahNumbers.main,66.063563
LahNumbers,LahNumbers.lahNumber,284.294957000001
LargestNumberDivisibleByItsDigits,LargestNumberDivisibleByItsDigits.main,9414.265996999991
LargestNumberDivisibleByItsDigits,LargestNumberDivisibleByItsDigits.isLynchBellHex,9523.286479999988
LargestNumberDivisibleByItsDigits,LargestNumberDivisibleByItsDigits.66.apply,1202.5877680000006
